#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 2900
numEdges = 16528
usedAlgorithm = NULL
dataSource = GraphMLDataset
numOfFeatures = 115
truth_features = 
END
#################################################################
SECTION2 (Nodes Information)
NodeID att0 att1 att2 att3 att4 att5 att6 att7 att8 att9 att10 att11 att12 att13 att14 att15 att16 att17 att18 att19 att20 att21 att22 att23 att24 att25 att26 att27 att28 att29 att30 att31 att32 att33 att34 att35 att36 att37 att38 att39 att40 att41 att42 att43 att44 att45 att46 att47 att48 att49 att50 att51 att52 att53 att54 att55 att56 att57 att58 att59 att60 att61 att62 att63 att64 att65 att66 att67 att68 att69 att70 att71 att72 att73 att74 att75 att76 att77 att78 att79 att80 att81 att82 att83 att84 att85 att86 att87 att88 att89 att90 att91 att92 att93 att94 att95 att96 att97 att98 att99 att100 att101 att102 att103 att104 att105 att106 att107 att108 att109 att110 att111 att112 att113 att114
10 12.000000 0.605588 0.339731 0.339149 0.489698 0.359568 0.994193 0.594161 0.781403 0.826301 0.812287 1.522881 0.417634 0.434696 0.329356 0.676340 0.761558 0.742253 1.019975 1.246095 1.634295 1.010459 1.124947 0.221875 0.430862 0.465619 0.554938 0.255180 0.540000 -0.059296 0.635583 0.527963 0.799650 0.714328 0.700654 0.621988 1.275445 0.627215 0.204525 0.098686 0.932312 0.949027 0.211962 0.283412 0.873022 0.034800 1.037700 0.326230 0.590817 0.177441 0.844882 0.756757 0.198718 0.315655 0.582369 0.766213 0.915371 0.552465 0.605418 -0.144391 0.282942 0.558150 0.218868 0.067153 0.633136 0.114695 0.217539 0.107156 0.163816 -0.302390 -0.381676 -0.373420 0.140526 0.373301 0.116455 0.124222 -0.569421 0.601453 0.415579 0.380645 0.346461 -0.204179 0.134279 0.730744 0.032446 -0.833974 0.683739 -0.910526 0.592935 0.720605 -0.378033 -0.265502 0.018551 -0.154167 -0.062049 1.168910 -0.377889 1.634591 1.643548 2.158808 1.052046 0.212784 0.805000 -0.001780 0.209235 -0.673226 -0.544239 -0.990799 -0.063725 -0.286000 -0.496476 1.757776 0.127997 -0.011093 -0.254143 1.793718
11 13.000000 0.557225 0.302525 0.448092 0.504523 0.714198 0.482576 0.526460 0.402673 0.556691 0.523208 0.573446 0.450512 0.378505 0.476014 0.570723 0.443247 0.523386 0.441687 0.777333 0.531410 0.513028 0.490486 0.588068 0.615030 0.532220 0.514191 0.614940 0.413981 0.236683 0.662488 0.675926 0.702570 0.587115 0.700545 0.901807 0.851601 0.886392 0.615837 -0.032847 0.647911 0.929183 0.780861 0.420379 0.541727 0.566400 0.765815 0.354508 0.629889 0.334163 0.368110 0.915946 0.704808 0.211594 0.518733 0.466213 0.488437 0.272359 0.722573 0.182339 0.604691 0.645815 0.661950 0.304015 0.221598 0.555197 0.141361 0.351789 0.475987 0.382470 0.466545 0.503859 0.003158 0.426456 0.405215 0.439200 0.320110 0.694186 0.400229 0.251210 0.641026 0.520896 0.630496 0.254693 0.155089 0.303526 0.609335 0.439766 0.728261 0.550001 0.581706 0.192860 0.049802 0.188725 0.247059 0.091667 0.490955 0.643711 0.581935 0.869497 0.629762 0.544536 0.843077 0.445994 0.491416 -0.576026 0.482603 0.236433 0.205392 0.393750 0.934802 1.061881 0.382213 0.243847 0.331875 0.640162
12 14.000000 0.705588 0.401852 0.366303 0.612563 0.748148 0.861364 0.398723 0.705568 0.729554 0.636974 0.788136 0.409556 0.431075 0.498687 0.561362 0.532857 0.493257 0.114144 0.061143 1.858333 1.175413 1.414376 0.511364 0.769339 0.483104 0.549046 0.706543 0.515833 0.146231 0.594021 0.850000 0.704861 0.525490 0.729956 0.278313 0.456584 -0.218038 -0.990498 0.091241 0.263510 0.139300 0.503349 0.870616 1.221583 1.322400 0.590096 1.227459 1.079810 0.872165 0.592520 0.678108 0.874679 0.496618 1.020110 0.894005 0.479459 0.811092 1.099549 -0.084964 0.289126 0.914537 -0.435535 -0.367518 0.319231 0.436918 0.531414 0.182298 0.321382 0.011952 0.053922 -0.077781 -0.138947 0.164320 -0.149332 -0.353052 -0.230854 0.548837 0.606146 0.267339 0.443470 0.240299 0.330260 0.300000 0.168121 -0.068269 0.175607 -0.454971 -0.293478 0.056038 -0.176382 0.116396 0.555731 0.254902 0.207211 0.953846 0.104020 1.363836 1.752903 3.375109 1.145297 0.412577 -0.010769 0.089911 -0.073671 -0.110471 0.220319 -0.214227 0.695588 0.503750 2.498678 -0.210540 0.145121 -1.283901 -0.334852 0.281128
13 15.000000 0.742197 0.400168 0.373937 0.610050 0.714893 0.910606 0.455292 0.508484 0.726766 0.620268 0.759887 0.406143 0.525660 0.496301 0.563064 0.500390 0.495409 0.136476 -0.013143 1.867949 1.208440 1.369979 0.548295 0.783367 0.490963 0.566473 0.592688 0.532500 0.236683 0.602700 0.775926 0.643104 0.497479 0.729956 0.320482 0.413879 -0.154747 -0.750679 0.114599 -0.065181 0.139300 0.541627 0.832701 1.192806 1.342400 0.673163 1.223361 0.953516 0.685034 0.627953 0.537568 0.877885 0.573913 1.006336 0.932153 0.461501 0.821655 1.090519 0.046301 0.374414 0.777974 -0.287736 -0.243431 -0.245858 0.390323 0.568063 0.255744 0.357566 0.147410 0.199278 0.173460 0.097895 0.407973 0.197022 -0.191525 0.226019 0.577907 0.606146 0.118145 0.475905 0.207463 0.261702 0.380906 0.359267 -0.013782 0.344867 -0.297076 -0.086957 0.060189 -0.034872 0.269325 0.176935 0.178297 0.152182 0.214986 0.204523 1.477044 0.275088 3.541043 1.094754 0.443505 0.096923 0.149258 0.143993 -0.315631 0.115405 0.014369 0.725000 0.540984 2.467841 -0.066245 0.180246 -0.933891 -0.284722 0.230440
14 16.000000 0.532370 0.503030 0.462377 0.590201 0.544753 0.538191 0.371533 0.527506 0.539126 0.601820 0.590678 0.423322 0.428907 0.521480 0.379319 0.373798 0.519154 0.347519 0.346206 1.416346 1.074679 0.981184 0.523011 0.869739 0.616896 0.544812 0.720829 0.563148 0.478392 0.745516 0.842778 0.785631 0.646467 0.647277 0.543490 0.182918 0.288608 0.109502 0.197956 0.508914 0.100424 0.881818 0.032227 -0.997482 0.346320 0.635370 0.400000 0.586870 0.224223 0.655906 0.448649 -0.105769 -0.092512 0.700826 0.529155 0.731309 0.540141 0.799549 0.263723 0.444141 0.509692 0.467424 0.519708 0.488166 0.956989 0.419457 0.419774 0.663816 0.721514 1.020303 0.414720 0.351053 0.509223 0.552170 0.593419 0.323140 0.014244 0.572825 0.675745 0.249157 0.543908 0.796217 0.659547 0.776747 0.489744 0.049015 -0.507018 0.207065 0.579472 -0.105121 0.588351 0.362451 0.323151 0.252941 0.620833 0.561809 1.062264 0.393219 2.269432 0.544092 0.440394 -0.337308 0.401780 0.508578 -0.306951 0.399983 0.439557 0.823529 0.501500 0.433040 -0.012886 -1.088201 -0.001634 0.181987 -0.079979
15 17.000000 0.428902 0.394108 0.584842 0.083417 -0.105556 0.734421 0.202372 0.825167 0.748513 0.737543 1.074576 0.580660 0.538039 0.731862 0.417872 -0.408182 0.434003 0.263524 0.029524 1.894872 1.253211 1.573784 0.515341 0.603894 0.531041 0.534952 0.541221 0.518056 0.886935 0.718804 0.734074 0.844393 0.804388 0.726035 0.853104 1.187544 1.200949 1.264706 -0.017664 0.902507 1.156420 1.476555 0.128436 0.230216 0.232000 0.556230 0.225000 0.240747 0.008020 0.716142 0.354865 0.513782 0.396135 0.585950 0.257493 -0.124803 0.398123 0.454853 0.435199 0.471215 0.101322 0.606362 0.374818 0.565976 0.825448 0.234031 0.169868 0.220724 0.160956 0.510620 0.398544 -0.073684 0.051214 0.310773 0.154039 0.434160 0.730233 0.864161 0.930463 0.344397 0.292239 0.553428 0.553722 -0.021287 -0.486859 0.653061 -0.247953 0.138043 0.265246 0.442218 -0.030586 0.419253 0.314706 0.653890 1.179487 0.628643 1.578931 0.530943 3.360728 0.105129 0.603093 0.494615 0.123739 0.405188 1.099974 0.309495 0.101888 0.001471 -0.047750 -0.688987 0.001968 0.234689 -0.004945 -0.237600 0.139203
16 18.000000 0.417919 0.478788 0.579716 0.006281 -0.218827 0.251843 0.018613 0.539310 0.640985 0.701479 0.832486 0.401251 -0.078621 0.521002 0.417277 0.212987 0.496268 0.327066 0.258468 1.472756 1.196881 1.145243 0.348580 0.644489 0.586640 0.511385 0.707306 0.550741 0.642211 0.504050 0.508704 0.479089 0.465826 0.649020 0.475847 0.313167 0.413924 0.646154 0.048467 0.304457 0.247185 0.726794 0.745972 0.770863 0.221200 -0.180831 0.333638 0.194571 -0.201500 0.720181 0.483020 0.251923 0.261594 0.506887 0.440872 1.057233 0.632746 0.771558 0.439383 0.480384 0.807489 0.600384 0.693431 0.486982 0.901792 0.700785 0.409605 0.530921 0.528685 0.643316 0.699001 0.696316 0.561650 0.439677 0.588035 0.561708 0.155523 0.846791 0.932434 0.383613 0.451343 0.686525 0.682304 -0.345800 0.459105 0.985586 1.455556 0.770109 0.424227 0.666106 0.374251 0.605545 0.384069 0.350854 0.529808 0.685113 0.711950 0.980968 3.047111 0.719243 0.859381 0.455878 0.691395 1.293840 0.305373 1.001488 0.214880 -0.492157 0.220500 -0.084141 -0.216864 0.020867 -0.050635 -1.253731 -0.767675
17 20.000000 0.346050 0.279630 0.836750 0.369849 -0.161111 -0.625758 0.227920 0.947661 0.848885 1.007167 1.854237 0.851422 0.807710 0.765274 0.439149 0.274935 0.343615 0.052605 0.175442 2.096795 1.453211 1.345455 0.060795 0.229058 0.479961 0.411618 0.620949 0.511032 0.173367 0.374542 0.422963 0.538318 0.680288 0.657407 0.251074 0.112811 0.473101 -0.165158 -0.233723 0.180823 0.130661 1.698769 1.408057 1.370504 0.072000 0.121725 0.073361 0.213120 0.031411 0.393612 0.392703 -0.008654 0.284288 0.456474 0.739782 0.189449 0.436796 0.558691 0.300264 0.343284 -0.044053 0.350892 -0.190876 0.030473 0.782437 0.626702 0.813936 1.020066 1.224701 1.612509 0.952529 -0.436842 1.492961 1.349530 1.717570 1.136639 0.337791 -2.121698 0.210914 0.326705 0.187761 -0.009220 0.016505 0.370036 -0.294551 0.416802 0.523977 0.404348 0.543359 0.017689 -0.166523 0.770422 0.429967 0.923340 1.298077 -0.105025 2.082075 2.067097 4.085309 -0.104623 0.444330 0.086923 0.114837 -0.143155 1.502403 -0.070817 -0.525117 -0.277941 -0.702750 -0.706608 -1.099922 -0.371215 -0.071232 -0.718846 -0.257846
18 21.000000 0.534104 0.199832 0.359760 0.290955 0.334568 0.416808 0.429584 0.504009 0.524024 0.543686 0.338983 0.436860 0.446262 0.462888 0.530723 0.395195 0.543472 0.125310 0.273496 1.217308 1.195596 1.095137 0.056818 0.290381 0.626523 0.433693 0.655566 0.449167 -0.401508 0.586175 0.590741 0.672196 0.719350 0.666776 0.582151 0.485053 0.421203 -0.185068 -0.072263 0.514206 -0.794553 0.340670 1.600474 0.753957 0.122400 0.088498 0.002049 0.270742 0.143690 0.257874 0.283514 0.111859 0.494203 0.353444 0.923978 0.744328 0.730106 0.846727 0.313604 0.709168 0.725110 0.613438 0.223723 0.470118 0.336559 0.751309 0.299058 0.702961 1.051793 0.972945 0.803283 -0.244211 1.147330 1.157815 1.750645 -0.021488 0.406395 -0.704238 -0.397984 0.720639 0.449254 0.171868 0.173786 -0.331464 -0.225321 0.757438 0.901754 0.994565 0.956794 0.874833 0.507214 0.678594 0.321078 0.239469 1.389744 1.501005 1.304088 1.478710 2.545436 0.772300 0.670309 0.646923 0.354006 1.032714 -0.315296 0.893514 0.203777 0.533824 0.664463 0.582379 -0.059686 0.351479 -0.257520 -0.314800 -0.082131
19 22.000000 0.479961 0.428620 0.596292 0.476633 0.470062 0.296591 0.393066 0.501670 0.577045 0.608419 0.601412 0.590330 0.490537 0.577327 0.467660 0.398313 0.520445 0.272829 0.308004 0.976603 0.516514 0.782030 0.391761 0.470541 0.396464 0.603734 0.528680 0.483103 1.517588 0.768467 0.585000 0.954790 0.786666 0.647059 0.603147 0.395730 0.439873 0.425339 0.104234 0.346797 0.232296 2.086603 1.367773 0.518015 0.276261 0.442812 0.054918 0.199307 0.026399 0.273228 0.329189 0.246154 0.240338 0.350413 0.348774 0.461053 0.405986 0.738149 0.079475 0.327292 0.182819 0.458137 0.201460 0.271598 0.612186 0.248429 0.404331 0.561184 0.521514 0.944343 1.160871 -0.018421 0.848544 0.527897 0.615725 0.496143 0.746221 0.549612 0.538890 0.357666 0.419104 0.535697 0.364401 -0.179851 0.203846 0.457354 0.211111 0.070109 0.159396 0.308289 0.052251 0.320396 -0.037010 0.499241 0.213141 0.193970 1.410692 0.962258 2.262794 1.091974 0.577320 0.619615 0.754303 0.348680 0.401640 0.184910 0.856254 0.215783 0.311000 0.304405 0.031483 -0.404144 -0.196504 -0.265171 0.141315
20 23.000000 0.613487 0.435859 0.417775 0.414573 0.585185 0.150000 0.452007 0.407350 0.501921 0.512059 0.455367 0.447327 0.336682 0.342601 0.493447 0.379870 0.517073 0.446898 0.348393 0.615385 0.614312 0.541649 0.455114 0.509218 0.454028 0.553361 0.681679 0.454907 0.440276 0.672324 0.731852 0.742523 0.747339 0.594009 0.626047 0.489324 0.478669 0.363348 0.164300 0.197214 0.365914 1.073684 0.572986 0.502878 0.515200 0.533227 0.375820 0.780652 0.257974 0.278346 0.584054 0.365273 0.301449 0.381543 0.594823 0.439953 0.482635 0.648533 0.419093 0.564606 0.981498 0.521994 0.366788 0.467751 0.860573 0.568586 0.489110 0.578618 0.570518 0.655038 0.590588 0.372632 0.608981 0.669453 0.674567 0.519008 0.953488 0.494576 0.580894 0.432265 0.551343 0.673522 0.426861 0.034319 0.310577 0.726407 0.926316 0.957609 0.629699 0.511962 0.346639 0.532806 0.395344 0.300569 0.451282 0.351256 0.389980 0.289032 1.412656 0.614582 0.538763 0.782308 0.485163 0.316449 -0.053657 0.396049 0.342240 0.466176 0.466750 0.296916 0.144951 0.225030 -0.062649 0.117319 0.201718
