#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 862
numEdges = 8776
usedAlgorithm = NULL
dataSource = GraphMLDataset
numOfFeatures = 21
truth_features = 
END
#################################################################
SECTION2 (Nodes Information)
NodeID att0 att1 att2 att3 att4 att5 att6 att7 att8 att9 att10 att11 att12 att13 att14 att15 att16 att17 att18 att19 att20
68 31128.000000 0.308891 -0.169656 -0.066479 0.125888 0.000188 0.566886 -0.154202 -0.782918 0.826073 -0.965810 -1.036502 0.494367 -0.398919 -0.121864 0.600384 -0.570211 1.259187 0.000127 1.173644 0.133301 0.468108
69 31144.000000 -1.036530 0.023720 -0.245532 0.097811 0.000188 -0.010833 0.000176 0.766995 0.415545 -0.055568 -1.020085 0.477560 0.381088 0.739501 0.516827 -0.964088 -1.171071 1.262711 -0.050938 0.347586 -0.929485
70 31659.000000 0.001748 0.001267 0.385798 -0.342992 1.238193 0.850609 -0.241614 3.047414 -0.567939 1.245592 -1.479645 1.282511 -0.793593 -0.526805 -0.316628 1.062719 -0.057493 1.622574 0.245333 -0.429806 0.000089
71 31709.000000 -1.266666 -1.133651 -0.723694 -0.634618 -0.774911 -0.832724 0.000176 -1.461516 1.659565 -0.605690 -0.430443 -0.202094 0.546560 -1.327026 1.530182 0.000140 0.691816 1.021252 0.000104 -1.330825 -0.208698
72 31729.000000 -0.183444 1.914618 -0.653370 -1.072470 3.218264 1.489189 0.000176 -0.639775 0.543369 -0.706005 1.189009 -0.378729 -1.581969 -0.341722 0.490352 0.000140 -0.197801 0.414664 0.628644 0.000091 -2.026287
73 31929.000000 1.914975 0.001267 1.003787 0.893412 -0.613505 1.330113 0.000176 1.194495 1.722827 0.564135 -2.274658 0.194841 -0.420095 0.000153 -0.388706 1.678075 1.064433 1.530749 -0.718442 1.500830 -0.120417
74 32562.000000 0.278625 1.554331 -1.600409 0.867868 0.000188 -0.038859 0.000176 -1.652082 0.822411 -0.427992 0.162327 0.131293 -0.471861 1.067776 -1.322511 0.065004 -1.043457 -0.196686 -1.235861 0.614734 0.037090
75 33256.000000 1.242003 0.469305 0.769701 0.463317 0.055237 0.000182 0.000176 -0.155139 -0.580012 -1.944681 -1.769435 1.914945 0.195226 1.265345 1.551255 -0.845279 0.466275 0.126224 0.000104 0.385318 -0.314500
76 33700.000000 0.130475 0.734325 1.639789 1.044568 -0.565895 -1.642654 0.000176 -1.759619 1.169927 1.800300 0.938541 1.522441 1.618716 -0.075553 -0.866522 0.406399 -0.386789 -0.424134 -0.127962 -0.044158 -0.780636
77 33903.000000 -0.166164 -0.129211 -1.446580 0.231300 -0.488908 0.000182 0.248371 -0.260494 -0.904757 -0.072744 -0.899985 -1.506863 2.310163 0.000153 1.023147 -0.881298 -0.633380 -1.537961 0.000104 0.283573 -0.061356
78 34011.000000 0.445867 -1.296555 -0.174187 0.306663 0.000188 0.853358 0.000176 -1.071829 0.035490 -1.069074 0.289885 -0.904274 -0.647513 0.288087 0.008713 0.000140 1.044072 -0.224093 0.319314 -0.565130 -1.093008
79 34381.000000 1.602668 0.193148 -0.928859 -0.665633 1.063128 0.000182 0.000176 -0.489947 -0.090493 -0.749729 0.183292 0.193835 0.695328 -2.149255 -1.402265 1.115625 0.783489 -2.470943 0.000104 -0.771613 -0.064994
80 34923.000000 -1.633347 1.372461 0.129606 0.000430 -2.143662 1.279990 -0.210971 -0.042961 1.344440 -0.007676 0.000159 -0.987295 1.292090 -0.193002 -0.164400 -1.680555 0.621154 1.347373 -0.066142 0.000091 0.409422
81 34924.000000 0.018447 -1.465687 -1.032561 -0.570246 -1.575640 -1.132323 0.000176 -0.297567 0.551089 -1.076688 0.233204 0.679121 -0.040442 0.688904 0.364857 -0.665378 -0.235032 -0.890881 0.464393 0.072798 1.139192
82 35047.000000 1.481842 0.630804 -0.223250 0.000430 2.452307 -1.008253 -1.414429 1.473933 1.093687 -1.965376 -1.444384 -0.231285 2.263681 -0.175336 -0.582444 -1.476254 0.821356 0.650602 0.184338 2.306484 0.279939
83 35222.000000 1.255735 -0.999217 -1.760439 0.558400 0.000188 -0.247171 -0.318584 0.035833 -0.590133 2.425963 -1.188762 1.734416 -2.788932 0.025005 0.779668 1.505358 0.570973 0.654528 -0.467400 0.602314 -0.843215
84 35990.000000 -0.488213 0.406226 1.020678 -2.659568 0.481884 -0.636823 0.000176 0.247125 -0.235513 0.949116 -0.873060 0.508071 -0.326030 -0.324537 -1.745389 0.737361 -0.502555 -1.572643 0.043995 0.710424 -0.655562
85 35996.000000 0.676807 0.939955 2.011668 1.033680 0.702473 0.437012 0.000176 -0.820347 0.779985 0.134572 -0.168411 -1.348899 -0.292676 1.083686 -0.844318 3.495458 0.892730 -0.886743 0.152846 -1.486206 1.050753
86 36416.000000 0.001748 2.939523 0.713119 1.251002 0.591215 0.000182 0.000176 0.978435 1.497957 1.251153 0.395792 0.480069 -0.109841 0.000153 0.276822 -0.190057 0.914222 0.548889 0.000104 0.508333 -1.310055
87 36466.000000 -1.482184 0.528424 -1.075789 1.081202 0.000188 -1.407756 0.000176 1.424995 -1.690118 0.461560 -0.135911 -1.438757 0.000156 0.643840 0.441270 0.000140 1.053776 -1.370656 -0.155071 0.595003 1.058007
88 36812.000000 -0.906719 -0.230877 -0.058779 0.556891 -0.463012 1.116263 -0.128655 -0.964754 -0.453904 0.527895 1.241293 0.987285 0.018963 0.000153 -0.671079 0.125325 -1.448438 -1.076386 0.000104 0.888526 -1.283037
89 36879.000000 -0.651911 0.001267 0.261110 0.290136 0.396632 1.543352 0.000176 0.000176 0.000164 -2.105384 -0.461512 -2.323172 0.609322 -0.269580 0.916283 -0.118971 -0.700423 0.720943 -1.783960 -0.176243 0.707052
90 36965.000000 0.655938 0.543007 -0.516686 0.112402 0.000188 -0.507400 0.206908 -1.234534 1.568500 1.372024 0.591684 -0.128561 0.407366 0.293380 1.313699 0.814311 -0.551746 1.484696 0.707603 2.593267 0.654674
91 37118.000000 0.851235 0.416759 1.603141 0.991936 0.000188 -0.111546 0.000176 0.059000 0.650639 0.846632 0.041349 0.972647 -0.791255 -1.199326 0.061487 0.000140 -1.165761 -0.403182 -2.552063 2.169414 0.144573
92 37407.000000 1.420071 -1.551470 0.241469 -0.374807 0.076757 -1.484328 -1.392292 0.752933 1.620121 -0.275852 0.000159 0.200578 -0.468225 0.050919 -2.326165 -1.291265 -0.803175 -1.137408 0.361405 -1.474045 -1.809199
93 37458.000000 -0.571685 -1.128345 -0.319721 0.351773 0.465651 -0.770167 0.000176 -0.882706 0.926041 -0.157478 -1.452312 0.890317 0.033560 -0.109497 -1.298664 -1.291963 0.000131 -0.233132 -0.003675 -0.858604 0.045909
94 37477.000000 -0.241143 0.236387 -0.663213 0.272953 0.134422 0.000182 0.326522 -2.162911 0.828683 0.196981 0.736079 -0.173099 -1.417375 0.000153 0.523774 -0.705663 0.148652 0.804221 0.164818 -1.266822 1.853946
95 38237.000000 -0.296002 2.917089 -1.074026 0.000430 0.355352 -0.665710 0.107031 0.886266 0.410669 -0.300761 -0.015476 0.223312 0.794349 0.019530 -0.412924 -0.719328 -0.023744 -0.037176 -1.353298 -1.424219 -1.026205
96 38304.000000 0.086373 -2.661581 -1.753958 0.119357 1.481143 1.318353 0.000176 -1.898834 0.308378 1.272583 1.717078 -1.754684 -1.446389 0.276927 0.511959 -0.632476 1.544787 0.228480 -0.467114 -0.047847 -0.193077
97 38991.000000 1.548278 1.108944 1.093943 -1.496646 -0.563619 0.000182 0.000176 0.703078 0.533846 -1.267583 0.815934 -0.088305 -0.444847 0.296655 1.107778 -2.032226 0.170649 -1.739984 -1.817639 0.193330 -1.104354
98 39059.000000 0.801639 -0.825462 1.118184 -1.347109 -2.221425 -2.850280 0.000176 -0.158653 -0.663582 1.140023 -0.522954 -0.128120 -1.474049 -0.620040 -0.547259 0.158048 -0.273567 0.709757 -0.267194 -0.031407 0.177559
99 39726.000000 -0.302597 -0.440937 -1.557366 -0.142348 1.245381 0.139481 0.000176 0.472084 0.730661 0.690862 -0.167782 0.399851 0.000156 -0.602800 -0.822292 0.154022 0.445931 2.133281 -0.399478 -1.641738 -0.840070
100 39985.000000 -1.427109 -0.627442 0.960383 0.126766 0.000188 0.427097 0.000176 1.166145 -2.355342 2.127155 -0.573451 -0.442528 0.493048 2.774475 -0.841903 0.671093 0.000131 1.586690 -0.294371 -0.609008 -1.171907
101 40138.000000 -0.036769 -0.161770 -0.523419 -0.657148 -0.051999 -0.865386 0.000176 -0.334365 -0.589748 0.329922 -0.715310 0.419323 -0.573386 -1.035020 -0.955881 0.000140 1.305081 1.135315 0.000104 -2.481676 -0.164026
102 40334.000000 0.120503 0.043512 0.847761 -0.499734 0.920747 -0.558443 -0.108416 0.860715 1.035778 1.071089 1.393478 1.558679 0.034759 0.091892 0.129193 0.573290 0.903638 -0.679176 0.000104 0.378999 -0.196925
103 40514.000000 -1.649735 -0.535403 -1.436163 0.000430 0.631063 0.113973 0.534592 -1.500263 0.760901 -0.194857 -0.293009 -0.449843 1.122015 0.393393 -1.625608 -0.844857 -2.320731 -1.811688 0.969503 0.982148 -1.445225
104 41585.000000 -0.580141 0.012060 1.528977 0.000430 0.962852 0.090729 0.000176 -0.741637 1.105534 1.153106 0.000159 -1.211054 0.913047 0.382667 0.197758 -0.242426 -0.931018 0.062081 -0.006747 -0.075313 -0.084399
105 42128.000000 0.277338 1.053552 -1.176559 -0.868026 -0.567378 0.425705 0.000176 -0.128622 -0.147530 0.584091 -0.147713 0.000159 0.972765 -1.239141 -0.102928 -1.333431 1.402442 0.854930 -1.202052 0.303515 -0.418474
106 42908.000000 0.963077 1.802849 0.000519 -0.966310 0.000188 -0.178940 1.251723 0.000176 0.000164 -1.166253 -1.246956 -0.505615 -0.743518 -0.992202 -2.130873 0.732347 0.221313 -0.025010 -1.157194 0.677997 -0.284399
107 42948.000000 1.716443 0.363380 -0.224266 0.192700 0.140613 -1.117287 0.000176 -0.275859 0.303795 0.181640 1.124552 -0.200262 1.848740 0.859347 0.121220 -0.955137 -1.230959 -0.035775 0.000104 -0.369378 -0.945588
108 44237.000000 -0.718242 0.694503 0.556412 0.735912 0.000188 0.260890 0.000176 -0.352428 0.493481 -0.799402 1.002650 -0.062202 -0.830200 0.002412 0.206578 0.000140 0.474817 -0.075333 0.050628 0.610418 1.276169
109 44479.000000 -0.875774 -0.444149 0.574130 0.000430 -0.254909 -0.216275 -0.424648 1.090295 -0.975672 -0.493860 0.630331 -0.309260 1.200621 -1.517460 0.408301 0.134259 1.523564 1.374939 1.458045 -1.045398 0.067754
