#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 774
numEdges = 3514
usedAlgorithm = NULL
dataSource = GraphMLDataset
numOfFeatures = 20
truth_features = 
END
#################################################################
SECTION2 (Nodes Information)
NodeID att0 att1 att2 att3 att4 att5 att6 att7 att8 att9 att10 att11 att12 att13 att14 att15 att16 att17 att18 att19
10 92.000000 0.306900 1.167820 -0.102661 -0.924396 -0.289932 0.260478 -0.648255 1.010319 0.465976 1.952510 1.260134 -0.418200 0.582043 -0.074292 -0.461129 1.184804 0.172316 2.330154 0.000000 0.000000
11 93.000000 1.626980 -0.917452 0.000000 0.000000 -1.016008 0.000000 0.276880 -0.728262 -1.326701 -0.091177 0.038237 -2.319823 -1.345439 -0.272026 -0.015995 0.371910 0.253288 -1.398636 -0.453521 1.243098
12 97.000000 -0.345699 0.000000 0.001126 0.469893 0.378002 1.172151 -0.165168 -0.356167 1.091798 -0.039562 -1.933406 0.666354 0.000000 -1.666631 0.971187 0.330739 0.000000 -0.159235 -0.943582 -2.259936
13 122.000000 0.582990 -0.405699 0.911721 1.793211 -0.460861 0.520956 -0.180614 -1.616296 0.935919 0.217338 0.135162 -0.270630 -1.129308 0.764102 0.324549 -0.063189 -0.839642 0.702257 1.140273 -0.241816
14 127.000000 -0.032736 0.000000 1.232170 -1.367594 0.000000 0.911673 -0.379183 0.000000 -1.062974 0.689673 -1.330355 0.000000 3.903042 -0.678126 -0.129380 0.573519 0.282127 -0.784109 0.712301 -0.791166
15 154.000000 -0.704138 0.188134 1.148666 1.927442 1.174035 1.663629 2.231035 0.135890 0.220686 -0.953688 1.347053 -0.085748 0.758257 -0.667991 -0.470556 -1.153725 0.714622 2.129844 1.055592 0.415366
16 156.000000 -0.563317 1.697362 1.484600 -0.389584 0.308024 0.000000 -1.225161 -0.378085 1.862352 -0.833719 -0.956868 -1.630328 -0.751963 1.835878 0.000000 0.000000 -0.040781 1.694556 -0.026907 -0.306280
17 170.000000 -0.069984 0.000000 1.201227 0.938722 1.056215 0.390717 0.363180 -0.658972 -0.543584 0.000000 0.113328 -0.077039 0.252752 -0.417878 -1.817047 0.876566 0.282127 -0.270884 1.183567 0.414811
18 171.000000 0.000000 -1.210265 1.312528 0.094788 0.041215 0.000000 0.785265 0.291630 0.111166 2.865380 -1.285125 0.851169 -1.216470 -0.120435 0.712135 -1.159924 0.000000 0.144794 -0.979248 -0.553400
19 223.000000 -1.033443 -0.328722 0.122177 -2.058670 1.225784 0.260478 -0.181784 0.905745 -0.791118 0.931745 0.344017 -2.134609 0.336441 -0.950691 -1.006002 1.469760 1.021500 -1.197155 0.351992 -1.447826
20 225.000000 -0.613997 -1.027597 -0.248835 0.885647 -0.365691 0.260478 -0.561022 -1.870994 -2.301851 0.139422 2.304129 -0.649432 0.572434 -1.193004 -0.013044 0.687695 -0.222590 1.364503 0.732732 -0.851222
21 273.000000 1.087190 0.146122 -0.281836 1.269920 -0.276728 0.000000 1.439206 -0.134027 -0.126369 -0.556585 2.121496 0.114505 1.463410 -0.047416 0.797908 1.247983 2.425171 -0.477135 2.230062 0.220185
22 274.000000 0.952424 0.000000 0.185978 0.814070 -0.261087 0.260478 0.113705 -0.305805 1.225647 0.000000 -0.005290 0.114505 1.911904 0.407857 -1.224615 0.037440 -0.491212 1.102872 -0.747927 -0.870265
23 284.000000 -0.792152 -0.158565 0.000000 -1.288190 -0.405317 0.130239 -0.629945 1.688456 -0.355615 -0.598954 1.027459 -0.451162 0.838711 1.179915 0.071093 0.000000 0.000000 0.650183 1.256860 -0.117510
24 326.000000 -0.472725 0.188134 -0.441872 -1.348121 0.808896 0.198865 0.000000 -2.218044 -0.622456 -0.478630 0.043588 -0.797207 2.097293 -0.220771 1.562381 0.708613 0.310959 -0.188121 -1.024535 -0.709276
25 327.000000 -0.370665 1.210475 -0.834230 -0.608329 -1.066753 -2.102129 0.876985 1.304344 -0.637549 -0.473068 1.544285 -1.840926 1.752780 -1.348944 -0.124885 -2.022970 -0.758475 -0.487225 0.426954 0.075307
26 355.000000 0.440296 -0.581721 -0.207332 0.597737 1.782623 -1.152839 1.300646 -0.466035 0.000000 0.984655 -2.793643 0.155671 0.309716 0.281345 1.451277 0.259253 -0.861038 0.566934 -0.835525 0.181501
27 356.000000 0.000000 1.165724 -0.030552 0.000000 -0.735684 -0.762671 1.093462 -0.199108 0.007397 -1.218420 1.153162 -0.939653 1.407984 -0.382949 1.804510 -0.683351 2.457029 0.303135 0.000000 -0.612995
28 363.000000 2.204453 0.210556 -0.178779 1.616070 -0.050045 2.210701 -0.710434 -0.062608 -0.194957 0.108669 1.578013 0.114505 -0.545552 -0.673139 1.758392 0.797074 1.259933 -0.299314 -2.073713 0.078304
29 371.000000 -1.255212 -1.214439 -0.734989 -0.328330 1.674717 0.390717 -0.215592 -1.019993 0.008915 -0.259427 -0.711108 0.923439 0.113279 0.305807 1.224695 1.608233 0.892940 -0.999225 0.474298 0.522159
30 372.000000 -0.195603 -1.356619 1.204813 0.018070 -0.351517 0.390717 -2.203570 0.226042 -0.501037 -0.535307 0.941768 2.275199 1.080882 0.154256 -1.114845 -0.320873 -0.901771 1.462714 0.165659 -0.528220
31 379.000000 2.265438 0.000000 0.819878 -0.671889 -0.174146 0.000000 0.961274 -0.795998 0.280340 0.438339 0.605568 0.114505 0.219308 -0.598963 0.452888 -1.572142 -0.663591 0.779301 1.461296 -0.172209
32 381.000000 1.136231 1.827892 0.138810 -0.922684 0.461400 0.130239 0.753444 0.440914 0.123545 -0.027135 0.049093 0.229011 0.429709 -0.708145 0.752035 0.014475 0.505568 0.185945 0.685833 0.000000
33 382.000000 0.000000 0.847162 -2.348767 -2.075776 0.779841 0.260478 -0.257008 0.118269 -0.575985 -1.943091 0.102752 0.687032 -0.492462 0.557732 0.324549 1.517109 -0.853408 -0.086449 -0.212657 0.000000
34 412.000000 0.000000 0.354009 1.717906 -0.955868 -0.982116 0.130239 -0.333042 0.080591 0.359768 -0.134412 -1.673679 1.109147 -0.538634 1.176115 1.808096 -1.603164 0.315101 -0.317993 -0.311286 0.846109
35 446.000000 0.418168 0.561601 1.354526 0.590369 -1.298432 2.289655 0.573768 -2.302182 0.000000 0.000000 -1.551497 0.533176 -0.599325 0.980959 -0.092706 0.124666 0.583643 -0.264125 0.000000 -0.641406
36 484.000000 1.246919 -0.276746 -1.495240 -0.463842 0.000000 0.390717 1.315477 -1.405439 1.162805 -0.041657 1.507266 2.870825 0.252752 -1.603782 0.000000 0.790761 3.390196 0.153647 1.981486 -1.546009
37 493.000000 0.648309 -1.584654 0.995100 1.653820 1.397267 1.041912 1.315477 0.918010 0.307464 0.168110 -0.204184 0.000000 -2.904421 0.788183 0.000000 -3.409948 -0.332296 0.394003 -0.535922 1.455569
38 542.000000 0.527683 -0.258742 -0.704464 0.000000 0.225866 0.651195 -0.275756 -2.097712 0.392494 1.593209 -0.434542 0.242017 0.652739 1.949019 1.103097 0.035799 1.154652 -0.221380 0.323294 0.000000
39 556.000000 -0.006959 -1.506355 0.361747 1.965938 0.472940 0.651195 -0.399615 0.338745 0.353009 0.442871 0.844239 -1.543829 -0.512103 -0.409320 -0.289297 0.018334 1.196100 -0.182190 1.052852 0.000000
40 563.000000 -0.667456 1.878239 0.166149 0.883605 0.865196 0.627137 1.548195 -0.810422 1.290472 0.426473 0.149564 0.652639 -1.430322 0.000000 0.324549 -1.375729 0.766318 -1.016950 -0.340148 -1.445148
41 576.000000 3.809697 1.128805 -0.903811 0.764468 0.000000 0.520956 0.896518 -2.373645 0.000000 1.588153 -2.263964 -0.460568 -0.811042 0.000000 -0.363274 -0.428612 -1.336852 -0.559917 -0.761419 0.407989
42 577.000000 1.904848 0.752537 1.216134 1.820511 1.783127 0.651195 -1.018661 2.838891 0.488485 -0.979171 0.340512 0.943836 0.445256 -0.537495 -0.758676 -1.072044 2.094487 0.334523 0.624536 0.214439
43 578.000000 0.000000 1.693208 0.197269 1.026815 0.000000 0.260478 0.878372 -0.347451 -0.441537 0.080091 1.243891 0.328948 0.252752 1.163934 0.981084 0.000000 -0.830292 -0.640087 0.285451 -1.058577
44 613.000000 0.000000 -0.607367 1.670247 1.195474 0.000000 0.260478 -0.531924 0.074447 -0.235844 -0.483916 0.056751 0.903574 -0.064783 0.656971 0.290189 0.603450 0.908603 -1.224772 0.032870 -0.131671
45 614.000000 0.000000 0.091206 -1.671104 0.597737 -2.038218 -0.246119 -0.374974 0.043494 1.286904 -1.417459 0.253998 -1.589553 1.536786 0.101838 -1.138238 0.841329 0.865959 -2.021878 -0.321765 -0.422122
46 615.000000 0.000000 -0.300116 0.093027 0.597737 -0.781885 0.344096 -1.456633 0.225752 -0.557657 1.006154 0.742822 -0.571549 -0.306839 -1.064404 1.552105 -0.955236 0.452245 0.239095 -1.195132 1.253506
47 616.000000 0.000000 1.124308 -0.278562 0.597737 -0.114727 0.550058 -0.871994 -0.906961 0.864916 -0.294978 -1.550879 0.174481 1.134547 0.850804 -0.673703 1.254126 0.174856 0.053157 0.306616 0.556845
48 641.000000 0.658053 0.336223 -0.652037 0.888955 0.075081 0.000000 0.381633 0.394004 0.219915 0.278818 0.450680 1.366631 -2.475335 0.000000 0.324549 0.000000 0.166286 0.098796 -0.456138 0.489354
49 677.000000 -1.064428 -1.421951 0.336485 1.331845 0.205028 0.000000 -1.623549 0.321034 1.198320 -0.581768 0.638331 0.000000 0.513183 1.998139 -1.444950 0.000000 1.265633 -2.046328 -1.502478 1.398884
50 698.000000 0.290477 -0.123862 0.000000 0.336231 0.385155 0.130239 -1.089005 -1.485629 0.000000 -0.392171 -1.725048 1.163033 -1.487094 0.127301 -0.743998 0.556344 -0.352866 0.429335 0.034531 -0.262865
51 699.000000 0.055790 -1.820502 0.000000 0.729441 -0.224822 0.130239 -1.537622 -0.009506 0.209618 1.480541 -0.490641 -0.545458 0.000000 -1.080465 -0.313737 0.523062 1.406566 -0.766622 0.011270 -0.752901
52 700.000000 -0.103449 1.174985 1.842816 -0.640940 0.476268 0.130239 0.589393 -1.288472 0.000000 1.515485 0.485921 -0.691796 -0.862747 0.057957 -1.445477 -0.034915 -0.420848 0.436989 0.659784 0.000000
53 716.000000 -0.444643 -0.333916 1.587887 -1.820418 -0.262555 0.737604 0.054021 2.662136 -0.502304 -0.887452 -0.352820 0.229011 -1.833140 1.464175 0.779306 -1.458866 -0.332864 -0.826513 0.933292 0.563032
54 722.000000 -2.212824 0.442080 -0.512973 0.734359 0.189343 -0.901513 0.000000 -0.153439 -0.392863 -1.039329 0.656865 1.034750 0.095236 1.915720 -0.421162 -0.557089 0.282127 0.632941 0.366295 -0.438685
55 725.000000 -1.524881 -1.283354 0.099197 0.221503 1.909135 0.260478 0.438492 0.245685 -0.637549 1.664965 -0.595469 0.000000 1.015399 -2.265085 1.910022 1.430551 0.289168 -0.166287 1.040823 1.550129
56 726.000000 -1.378109 -1.958272 -0.186709 2.033997 0.500045 0.130239 0.876985 2.180346 0.873507 -0.864126 0.642998 -0.801401 -0.202536 0.054074 -1.175790 0.364981 -0.537523 0.100948 0.043464 -0.306788
57 735.000000 1.881667 0.000000 0.792680 -0.221230 -1.520157 0.000000 0.297516 -0.456809 -0.754560 -1.418538 0.114767 0.000000 1.325988 -0.706960 0.964026 -0.959677 -0.106921 3.077826 -1.175035 -2.016342
58 736.000000 -1.993115 0.000000 0.787105 -0.761588 -1.160098 0.000000 1.075877 -0.078947 -0.149635 -0.249434 -0.829309 0.000000 0.694183 0.000000 0.000000 0.240711 0.106901 0.519150 -0.097088 -1.024855
59 748.000000 0.000000 -2.278034 -0.768094 1.122393 -1.133835 0.000000 1.064449 -0.683349 -0.295307 -0.484788 -0.440891 0.000000 0.677060 0.946182 0.447618 -0.362799 1.223798 0.196739 -0.622853 -0.566770
60 750.000000 0.000000 -1.158858 0.493517 0.200573 -1.100814 0.000000 -1.219688 0.877941 -1.556004 0.475343 0.807025 -0.588777 0.144824 -0.461873 0.000000 -0.347149 0.124323 1.742623 -1.397091 -0.110882
61 753.000000 -0.821632 0.000000 -0.669741 -0.813690 -2.885485 0.000000 0.323865 1.338219 -2.452956 -0.083055 0.979258 -0.780266 0.252752 0.866855 -1.375959 -0.009751 -1.446897 -1.711025 0.699585 1.658971
62 780.000000 0.012966 0.000000 -0.460132 1.175484 1.081124 0.260478 0.000000 -0.170480 -0.113110 -1.414231 -1.832500 0.040828 1.245426 -1.056239 -0.065476 -0.579135 0.316330 1.519400 -2.096274 -0.046886
63 783.000000 -1.122336 -0.988401 -0.054092 0.348804 0.997305 0.130239 0.000000 -1.823558 -0.504132 0.071696 0.868663 -0.376432 1.459663 0.697775 1.862551 -0.738507 0.650617 0.501851 0.830146 -0.385818
64 789.000000 0.000000 0.000000 -0.634537 0.541079 0.232896 0.130239 0.286904 1.292092 -0.468889 -1.116904 0.280735 -0.097157 0.767883 0.141965 -1.888652 -0.282569 -0.174467 0.237126 -0.307408 0.000000
65 791.000000 0.000000 0.000000 0.411106 -0.459202 0.722086 0.130239 0.509614 0.422355 1.491638 -0.585082 -0.856802 1.116049 -0.249811 0.437851 -0.850419 0.710072 0.680358 0.202640 -0.038121 -0.336929
66 792.000000 0.000000 0.000000 0.000000 -0.203948 0.300426 0.130239 -1.003952 -0.026957 -0.149725 -1.095398 -0.473359 0.110772 -1.120721 -0.201869 -1.252791 0.603750 1.421435 -1.010335 1.039428 -0.506604
67 849.000000 0.032642 -0.421144 -0.448050 -1.495044 -0.964835 0.520956 -0.933016 0.000000 0.387366 1.844441 -0.285245 -0.387464 -0.001294 0.751273 -0.000353 0.090853 1.994093 -0.768439 -1.507647 -0.704039
68 850.000000 -0.680841 -2.095501 0.966395 1.085683 0.930043 0.130239 -1.046153 1.591348 0.374368 1.170698 1.434984 -0.234157 0.000000 1.204287 -0.618269 0.744730 -0.154723 0.666962 0.855927 0.000000
69 872.000000 -0.919660 1.155210 0.012002 1.032387 1.026802 -2.148235 2.419271 -0.328353 0.598343 -0.937882 2.248724 0.709719 1.834429 -1.218689 0.000000 -0.551379 -0.002784 -0.598838 0.149446 -1.351921
70 898.000000 -1.733135 0.116749 0.377631 1.529958 1.475872 0.130239 0.632907 0.476144 0.187184 1.025680 -0.072869 -0.963779 -1.075864 1.202744 1.163918 -1.166223 -0.088961 0.000000 0.000000 -0.751990
71 899.000000 0.137308 -0.036491 0.823599 -0.141632 2.046993 0.000000 -0.744200 -1.693226 0.000000 -1.186485 0.936252 1.278213 -0.607633 0.005339 0.662558 1.926818 -0.948420 0.000000 0.000000 1.150165
72 900.000000 0.013648 1.604728 -0.518515 -0.212962 0.116078 0.130239 -0.371212 -0.336640 0.000000 1.510033 -1.706399 0.244375 1.038181 0.180264 0.235061 0.134609 -0.169287 0.000000 0.000000 -0.556006
73 901.000000 1.136703 -0.582268 0.230836 1.533228 0.724959 0.000000 -0.019350 -0.053098 0.000000 0.887036 1.092821 1.644768 1.950887 -0.477644 2.418101 1.601579 -1.018842 0.000000 0.000000 0.941124
74 904.000000 0.000000 0.600430 -0.895748 0.249822 1.208515 0.260478 0.917186 -0.192772 1.598056 -1.337277 -0.253759 0.114505 0.261633 -1.319573 1.595572 0.693593 0.000000 0.000000 0.637462 -0.678275
75 910.000000 0.261683 -0.888822 0.163234 1.306991 -0.288177 0.130239 1.518845 1.631007 0.000000 -0.938384 -1.163628 0.093842 0.473558 0.473300 1.230155 1.036501 0.000000 0.740357 0.000000 -1.289637
76 1041.000000 -1.072656 0.376268 0.596086 -2.098605 -0.336389 0.000000 1.593041 1.246176 -1.713015 -1.302023 0.868561 0.646867 0.000000 -0.685467 -0.076209 -0.065512 -0.924996 -1.454636 0.387608 -0.599846
77 1042.000000 0.743125 0.376268 0.915396 1.363465 -1.273642 0.130239 -1.013468 -0.668515 -0.266459 0.266593 -0.272407 0.052659 0.000000 0.772836 -0.090343 1.855604 1.796620 -0.274490 1.057020 -0.004614
78 1043.000000 0.952424 0.752537 1.121434 0.192150 0.000000 0.260478 -0.866479 0.537779 0.444002 0.760684 -0.028146 0.114505 0.000000 -0.960358 0.301200 1.017585 -1.127611 -0.386146 0.287456 0.148116
79 1057.000000 0.309683 0.000000 -0.813537 2.742162 0.127688 0.390717 -0.090278 1.191687 -0.258826 0.004339 -2.011690 0.947574 0.038334 1.414607 -0.628755 -0.061460 0.000000 0.525296 1.020421 -0.068785
80 1074.000000 -0.905070 0.110973 -0.334741 2.758503 1.664254 0.000000 -0.616336 -1.318917 0.055192 -0.402413 -0.288683 0.000000 -0.653641 -0.826193 0.000000 -0.140416 1.010272 -0.137593 0.433325 -0.019311
81 1084.000000 0.000000 -0.211559 -1.500919 1.126399 0.000000 0.130239 -0.912790 -0.295352 0.526641 0.525429 1.681647 0.000000 -1.108780 0.000000 -1.425920 0.914736 0.000000 -0.246195 -0.743746 0.000000
82 1194.000000 0.952424 1.156859 -0.657454 -1.361870 -0.660153 -0.930305 -0.546808 -0.009008 0.798196 -1.243934 -0.618021 0.054568 -1.281306 1.434761 0.324549 1.722758 -0.286288 -0.321575 -0.813319 1.377406
83 1218.000000 -0.055259 -0.441140 -0.416651 0.000000 0.959378 0.000000 -1.513816 0.000000 -0.839439 -0.179647 0.580349 0.680963 1.400736 0.587243 0.864397 0.588904 -0.181412 -0.325012 -0.299731 -0.325370
84 1220.000000 0.000000 0.000000 -1.288048 0.000000 0.662481 0.260478 1.024928 0.000000 0.108377 0.835045 -1.045228 0.154183 0.014153 -2.386362 -2.010694 -0.124497 1.149668 0.136765 -1.861742 0.544315
85 1279.000000 0.145490 0.000000 0.304071 -3.141559 0.270616 0.130239 0.554934 0.547023 -1.091803 -0.499132 0.860381 0.457670 -0.039945 1.241553 0.126663 1.319932 0.034084 0.530243 -0.676084 1.414113
86 1280.000000 0.000000 0.095252 0.514200 -0.322485 1.675556 0.260478 0.023125 0.567161 -0.153102 0.329626 0.699901 -0.152889 0.525546 1.184025 1.570932 0.000000 -1.470001 -0.157990 1.088102 1.142663
87 1281.000000 0.952424 0.017777 0.400716 0.597737 -0.804630 0.260478 -1.506916 0.597081 -2.204790 0.108669 -0.066250 0.000000 0.222237 -1.275747 0.324549 0.320388 -0.661745 -2.421079 -0.610898 -0.009646
88 1321.000000 -1.462542 -0.331678 -0.151989 -0.181473 -0.329314 0.260478 0.263271 -0.324387 -0.819931 0.705420 -0.560025 -0.543943 0.033385 0.000000 1.148298 0.044528 -0.492769 0.467133 0.492467 -1.105041
89 1343.000000 0.000000 -0.084629 -0.280361 0.226484 -1.713071 0.000000 0.926853 0.000000 -0.674141 -0.559980 1.418048 0.824971 0.366477 -0.917920 -1.951523 0.686542 0.054657 0.414065 -0.068130 -0.511046
90 1354.000000 -0.994167 0.883595 0.792185 0.626284 0.579096 0.675622 1.289930 0.641192 0.709308 1.694493 0.925400 0.801537 0.605571 0.530168 0.000000 -1.023171 0.000000 -0.059893 1.260736 -0.483514
91 1385.000000 -0.305907 -0.033769 -1.059105 -1.214792 -0.162012 0.520956 -2.390556 0.331807 -0.835833 -0.668215 -0.274792 0.926398 -0.792613 -0.816870 -0.279790 0.346482 -1.044822 -1.471104 1.296595 0.577545
92 1388.000000 -0.221122 0.000000 -0.000744 -0.844255 0.858736 -1.365737 -0.332853 0.522877 -0.326986 0.280975 -0.211908 0.000000 0.131691 0.583274 -0.382918 0.000000 0.793432 -1.226563 0.019576 1.035508
93 1390.000000 -0.799683 0.000000 0.820265 -0.576633 -1.040604 -0.246941 -2.134799 0.693925 -0.177507 0.253990 0.033780 0.114505 0.572987 -1.635629 0.980069 0.000000 2.095264 0.372217 2.192360 -1.669723
94 1459.000000 2.168828 0.133188 -0.441691 -0.349142 2.560067 0.260478 1.274419 1.150920 -0.831648 -1.387467 0.092658 -1.812915 2.169465 1.188232 1.610946 -2.164515 1.706100 0.379746 1.295245 -2.086244
95 1462.000000 0.909342 -0.208835 1.556058 0.271037 -0.221545 0.260478 0.000000 -0.739437 -1.209259 -1.056646 0.072872 -0.635837 0.505505 -1.435653 -0.355320 0.672894 -0.700270 0.742940 -1.771838 -0.881532
96 1475.000000 0.000000 0.232838 -0.628844 1.438783 0.374202 0.260478 -0.086468 -1.517424 -0.160153 -2.247101 0.457709 0.012137 -1.216628 -0.605794 -0.065224 0.515069 0.391605 -1.204765 0.316155 0.000000
97 1482.000000 0.704143 -0.782945 -0.508647 0.000000 -1.231867 0.260478 -0.924355 1.509291 0.833271 -1.124896 -0.024637 1.240066 0.707008 -0.439263 -0.931681 1.258176 -0.107733 0.713440 1.143990 -0.634026
98 1509.000000 1.285474 1.057877 -1.469000 -1.005246 0.969710 -0.506051 -0.703171 1.482927 -1.601089 -0.325672 0.429936 0.000000 -0.894352 0.410454 -0.529995 0.749996 -0.727314 1.409165 -0.851219 0.000000
99 1517.000000 2.243833 2.384042 0.431102 -0.228712 0.000000 0.000000 0.398191 1.066865 0.020135 2.316487 -1.167954 0.000000 -0.759027 0.198248 -0.761822 0.409577 0.237539 0.703554 -1.220692 0.295390
100 1545.000000 0.568612 0.188134 0.476479 -1.012224 -0.099773 0.000000 0.690704 -0.183066 0.355074 0.766144 -0.391280 0.513813 0.371029 -1.552448 -0.322569 0.594332 0.573676 -0.722126 0.224169 0.000000
101 1546.000000 0.000000 0.564403 -0.630874 -0.171916 -0.523213 0.130239 0.809789 0.284216 2.251464 0.178239 -0.235517 1.047588 -0.931868 0.734307 -0.586725 0.000000 -0.706469 0.174040 0.224169 0.000000
102 1568.000000 1.408990 0.942371 -0.460135 1.935960 -0.698330 0.390717 -0.500603 0.653688 -0.927941 1.017503 -1.822450 -0.157182 -0.251843 0.454241 -0.255354 0.424902 -0.552936 2.487239 0.278657 -0.524950
103 1569.000000 -1.207102 -0.008529 -1.177452 -1.223838 0.000000 0.651195 -0.117004 0.601680 0.000000 0.141935 -0.292354 -0.064208 0.969880 -1.385020 -1.653355 -0.325916 0.724850 -0.096789 0.149446 0.041696
104 1602.000000 -0.047797 -1.889341 -1.473878 -0.947377 0.000000 0.000000 0.000000 0.395694 -0.578917 0.973126 0.000567 1.006715 0.117161 -0.669167 -0.062391 -1.928814 -0.251323 -0.793561 0.146068 1.356044
105 1603.000000 -0.912095 -0.467514 -1.021136 -0.759609 0.000000 0.000000 0.000000 -1.254177 -0.614904 0.995250 -0.135026 -0.830766 0.295455 -0.523535 0.342823 0.615254 0.254646 1.077058 0.784276 -1.365344
106 1613.000000 -0.538828 0.555579 0.653046 -0.426561 1.854219 0.000000 -0.129669 0.000000 0.176136 0.000000 -0.170646 0.000000 0.000000 -1.373510 -0.001499 -0.214576 -0.724309 -1.618303 -0.661857 -0.948137
107 1615.000000 0.000000 0.005303 0.781015 0.310415 1.933817 0.247384 0.127762 0.000000 -0.704666 0.300064 1.601500 0.000000 0.936807 0.379678 -1.334805 -0.577715 0.736975 -1.719229 0.878694 0.111342
108 1616.000000 -1.570365 -0.876266 -0.737071 -0.276648 1.935159 0.000000 0.983822 0.395221 -1.984890 0.711961 0.000000 -0.145976 0.407339 0.117519 -0.068091 -0.045663 1.176202 0.006600 0.439056 0.000000
109 1626.000000 0.808847 1.218798 -0.011138 0.330787 0.047937 0.911673 0.059951 0.273802 0.930273 -0.094115 0.228939 0.123699 -0.950238 -0.922924 0.000000 2.121420 -0.011512 -1.077036 1.413166 -1.196808
110 1657.000000 -2.197854 0.000000 -1.710637 0.000000 0.282006 0.797000 0.803171 -0.140276 -0.057916 0.000000 0.489664 0.000000 -0.249402 -0.272297 1.130068 -0.709739 0.933829 -2.191014 0.862397 0.031330
111 1672.000000 1.392137 -0.198539 0.818719 1.340811 0.227082 0.130239 -1.548685 1.523346 0.424191 -0.485774 -0.431302 0.000000 0.122125 0.547687 -0.794792 -0.153060 -2.368713 0.547573 -0.533767 0.145442
112 1689.000000 0.406409 0.158289 0.469019 -0.494812 0.000000 0.130239 -0.496209 -0.185026 1.712596 0.125142 0.837626 0.148781 2.005031 1.285823 -0.888737 -1.367243 0.023082 0.149528 -0.857804 1.369461
113 1690.000000 -2.611339 0.000000 -0.588867 1.045458 0.757405 0.000000 1.637807 0.144549 -0.698205 -0.788798 -0.033044 0.441656 0.000000 -0.353384 -0.197381 -0.833546 -0.037923 -0.398866 0.522416 1.185846
114 1691.000000 1.644071 0.000000 -1.154439 -2.375445 0.000000 0.000000 0.209638 -0.342915 -0.921623 0.497202 0.599454 -0.573437 -0.408904 0.010768 -0.108070 0.000000 1.203453 -0.144584 0.124773 -0.164570
115 1692.000000 -1.163504 0.188134 0.130212 -1.231233 0.757405 0.000000 -0.126855 -0.818575 -0.054286 -0.938339 1.310434 -0.235091 -2.075615 -0.214029 -0.828637 -0.607199 -0.539481 0.580265 0.224293 0.438271
