#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 856
numEdges = 5320
usedAlgorithm = NULL
dataSource = GraphMLDataset
numOfFeatures = 30
truth_features = 
END
#################################################################
SECTION2 (Nodes Information)
NodeID att0 att1 att2 att3 att4 att5 att6 att7 att8 att9 att10 att11 att12 att13 att14 att15 att16 att17 att18 att19 att20 att21 att22 att23 att24 att25 att26 att27 att28 att29
10 1126.000000 0.000968 -1.314040 -0.887909 0.984370 0.000916 -0.374317 -1.176930 -1.210257 0.540082 -1.099992 0.040925 -1.801549 0.000497 -1.078622 0.271503 -1.402009 0.377239 -1.503991 -0.212593 0.249396 0.073625 -0.499306 0.000474 -1.456328 0.000469 0.900958 0.618192 -1.013578 -1.409319 0.000463
11 1159.000000 -1.175103 0.165889 -0.446583 0.000934 0.684718 0.269563 -0.046660 0.000891 0.000890 0.348539 0.758061 0.228808 0.000497 0.611013 0.915951 0.063907 2.614641 1.302642 0.795555 1.397076 -0.520315 -1.420659 0.000474 0.000471 1.413837 -1.243858 0.321762 0.454485 0.046059 -1.336042
12 2009.000000 0.000968 0.000943 1.050334 1.432469 -1.158810 0.380222 0.000894 -0.072271 0.515710 0.310293 0.630381 -0.441067 -0.194664 -1.679464 -0.155106 0.349474 -0.167523 -0.874633 0.000487 0.067700 0.012351 -0.253150 0.231746 0.524409 -0.290130 1.289987 0.000468 -0.838527 -0.692733 1.342799
13 2011.000000 1.560447 0.681230 0.000936 0.064833 -1.091107 -0.689272 -0.122434 0.664627 0.766701 0.000888 -0.729915 -0.703880 1.190201 -0.889883 1.481720 0.000491 -0.180457 -1.228437 -0.256935 0.000486 0.194426 -0.916320 0.365125 -0.254860 -1.587503 -1.296921 -0.615155 0.000467 -0.109307 -1.275829
14 2019.000000 0.000968 0.000943 -0.712037 0.915256 0.168712 0.000908 -0.393503 -1.175886 -0.605318 -0.817036 -1.027711 1.126006 0.698887 1.926661 -1.109758 0.369757 0.494729 0.000488 -0.353446 0.000486 0.000478 -0.129523 -1.489330 0.000471 0.000469 -0.857468 -0.704400 -1.391463 0.060547 0.000463
15 2028.000000 0.199874 0.889018 -1.124971 -0.090183 1.221671 0.463632 -1.193869 -0.222102 0.079523 0.000888 1.081216 1.582071 0.000497 -0.310990 -1.827097 -0.633673 -0.630145 0.667307 0.000487 1.431139 -0.519493 -0.331440 0.000474 1.298322 0.000469 -0.167927 1.636247 0.000467 0.914496 0.000463
16 2035.000000 1.749066 0.992406 -1.539179 0.928069 0.425782 0.613806 -0.534615 -0.478710 -0.858641 -0.969799 -0.465353 0.640957 1.015260 0.014124 -0.037704 1.342861 2.514358 0.642188 -0.563447 0.183029 0.000478 1.181523 0.416889 1.380900 0.000469 0.000469 0.000468 -0.096118 1.925624 0.000463
17 2043.000000 0.949694 0.280136 0.537717 0.394284 0.620460 -1.974986 0.910428 -1.834630 -0.860253 0.404535 0.443273 0.000498 1.831033 0.000495 0.501570 0.908416 -2.044811 -1.576100 1.007007 -2.050915 -0.231285 -1.288093 -1.013520 0.892763 -0.496576 0.000469 0.000468 0.000467 0.488112 -0.426108
18 2050.000000 -1.259410 1.962777 -1.532674 -0.093610 -1.633627 -0.409722 -0.660769 0.000891 -0.001874 0.117917 0.689942 -0.419690 1.130478 0.000495 -0.166634 -0.048855 -0.619240 0.000488 0.000487 -0.673651 0.000478 0.371969 -0.636986 0.766265 0.575562 0.000469 2.440209 -0.087543 -1.120022 0.844081
19 2054.000000 0.762231 0.473385 1.330433 0.000934 1.370988 0.000908 -1.117980 0.000891 -2.437590 1.402204 0.000863 0.000498 0.576139 -0.810492 0.000493 1.344267 -0.545919 -1.269663 0.171851 -1.011087 -0.604583 0.440274 0.000474 -0.570698 1.950239 0.616757 -0.735561 -0.357999 0.000464 0.699526
20 2057.000000 1.293039 -0.780476 0.378201 0.673549 -0.010204 -0.459880 -0.932330 0.000891 0.000890 -0.002963 1.949926 -0.675809 0.000497 0.145604 0.141390 0.630535 -0.561613 -0.024842 1.130445 0.835228 -1.010287 -0.565143 0.000474 0.000471 1.493919 -1.811625 0.726669 0.831729 -0.605055 -1.225641
21 2091.000000 -0.783715 0.000943 -0.628057 0.000934 -0.617133 0.000908 -0.328131 0.151203 0.208917 1.091185 0.217066 1.127152 0.590695 0.810603 -0.995305 0.392338 -0.399171 -0.126494 -0.420755 0.412234 0.000478 1.970108 0.000474 -1.775728 0.425899 0.000469 -0.377410 -1.430799 -0.517574 0.897408
22 2092.000000 1.351789 0.822777 0.760826 0.403389 -0.684087 -1.409824 -1.417830 -0.952318 0.152073 0.133280 -0.709702 -1.454368 0.000497 0.481905 -1.437673 0.286796 -0.486130 0.560287 -0.284381 0.000486 -0.475271 0.830319 0.000474 0.979289 -0.151476 0.844269 -0.086532 0.000467 0.000464 -0.442166
23 2110.000000 1.221776 0.576903 1.582242 0.084982 0.713945 -1.843080 0.000894 -1.122436 0.423156 -0.015318 0.018013 0.681648 -0.719264 -1.588739 -1.019266 0.317403 0.542660 -0.127214 -0.251792 0.085017 0.206508 0.000478 -1.431190 0.340329 0.838900 0.000469 0.113556 0.000467 0.000464 0.206578
24 2125.000000 0.000968 -0.377818 -0.528623 0.000934 2.319624 0.000908 0.584911 0.518224 0.000890 0.000888 -0.372308 0.195946 -0.039852 0.073734 -0.512738 0.257343 -0.189361 0.717748 0.225384 -1.824817 1.557911 0.404814 0.921413 1.332095 -0.141462 -0.235333 0.112755 -0.019557 0.000464 -1.801160
25 2130.000000 -1.289846 0.439784 0.000936 0.461211 -0.131925 1.234146 -1.087645 0.989755 0.097991 0.183915 0.141667 -0.072040 0.752531 -1.323856 0.000493 -0.448897 -0.688605 0.000488 -0.820813 0.105971 0.000478 0.255296 0.944287 -0.534628 0.000469 -0.902556 0.000468 -0.728814 0.722558 -0.366113
26 2132.000000 -0.735036 0.951610 -1.824259 -1.414302 0.720711 0.000908 0.998995 0.064878 -0.690130 1.349120 -1.773143 1.678171 0.330238 0.646935 1.272416 0.791642 0.189283 0.293546 -0.988617 0.244231 0.000478 0.052933 -0.196399 0.000471 0.000469 0.452758 0.204640 -0.073074 0.000736 0.000463
27 2139.000000 0.000968 0.321357 0.000936 -0.941801 -1.093909 -0.625461 0.759790 0.000891 0.365623 1.411929 0.112039 -0.383046 -0.335315 -0.324011 0.684725 -0.369928 -1.056476 0.000488 0.160791 0.357855 0.179838 1.736469 0.310689 0.662177 0.000469 1.078201 0.000468 0.942272 0.000464 0.000463
28 2140.000000 0.423879 0.653682 0.464733 1.629106 0.809057 0.000908 -0.888771 1.682044 1.147688 1.567380 -0.042856 1.596436 1.570816 0.518710 0.520076 -0.956380 -0.375128 -0.306029 0.440310 0.085053 1.288580 0.970985 0.841582 0.822804 0.000469 0.561482 0.000468 0.000467 2.006125 0.000463
29 2156.000000 1.906154 0.000943 -0.446551 0.000934 0.771545 -0.983828 -1.727049 0.000891 -1.419059 0.000888 -1.544729 -1.123706 0.000497 1.797587 1.579871 0.194481 0.135798 -0.406747 1.043003 0.000486 0.000478 2.140246 0.729997 1.704564 1.591983 0.919823 0.000468 -1.544834 -0.646707 0.247459
30 2159.000000 0.507354 1.267047 -0.659844 -1.012782 -1.169497 0.611752 -0.487018 0.514474 -1.326681 -0.779784 -0.735002 -1.344219 0.000497 -1.471684 0.000493 -0.231820 0.415580 0.280871 0.126335 -1.503741 0.000478 0.892089 0.613036 1.998283 -0.079550 -1.611565 -0.507461 0.000467 1.589671 0.000463
31 2160.000000 -0.282529 0.938652 1.598438 0.620195 0.188638 0.282490 -0.577437 -1.251151 0.123419 -0.288502 -0.066007 0.391233 0.171208 -0.813302 0.717259 -1.160768 -0.566022 0.000488 -0.644858 0.000486 0.000478 -0.104122 0.000474 2.114033 -0.861638 -1.751637 0.000468 2.331013 -0.350355 -0.813379
32 2161.000000 0.258905 0.413863 0.737259 0.000934 0.000916 0.000908 0.108505 -0.204433 -1.163204 -0.922316 -1.676249 -1.195922 0.000497 0.000495 0.000493 0.581285 1.696543 1.706533 -0.212297 0.353270 0.000478 -0.609504 1.534492 0.138450 0.000469 1.021842 1.324380 -1.462942 0.463560 -1.232094
33 2174.000000 0.307861 -1.559290 -1.289042 1.387837 -1.379561 0.470881 -0.141989 -2.024207 1.421311 1.066508 0.614778 -1.818570 -0.459587 -0.035251 0.007509 0.680045 0.761797 -0.592461 -1.050467 0.000486 -1.016379 -0.428774 1.304825 0.000471 0.000469 0.000469 0.000468 -1.438156 -1.474066 0.000463
34 2196.000000 0.052553 0.046112 -1.317582 -0.916059 -1.921569 0.000908 -0.275959 -1.912245 0.082934 -0.536172 -0.327843 0.298363 0.000497 0.000495 -0.645832 -1.209531 0.076290 1.715192 1.040980 0.000486 0.419141 0.322699 -0.184447 -0.564884 -0.028313 1.503300 2.258235 2.136900 0.000464 0.000463
35 2230.000000 -1.885148 0.140127 0.368093 0.000934 -0.176642 0.000908 -1.019232 0.685188 1.635561 0.000888 0.905880 0.326758 0.000497 0.032497 -3.003975 -0.217490 -2.418756 -0.961885 1.021719 -0.096323 0.000478 -0.395444 0.000474 1.304133 0.778434 -1.120378 0.192636 1.187065 0.000464 0.791213
36 3006.000000 -0.393192 0.864145 2.373173 1.944250 1.772582 0.920112 0.607747 1.062017 -0.452887 -0.603560 -0.195648 0.000498 0.000497 0.000495 1.984215 -1.850496 -0.455121 -0.946817 0.000487 -1.895498 -0.102918 -0.222586 1.075951 0.310781 0.000469 -1.150949 0.005939 -0.293141 1.211430 0.000463
37 3016.000000 -0.711446 0.676144 -0.483351 0.198089 0.920996 0.000908 0.648596 0.255913 0.516723 0.000888 0.000863 -0.470542 -1.776902 -0.303375 0.589667 0.670441 -0.181685 -1.876309 0.523123 -0.844004 -2.509211 -1.739116 0.370518 0.000471 1.029969 0.000469 1.263130 1.151769 -1.156807 0.655109
38 3052.000000 0.099734 0.023965 -1.594585 0.049634 -0.901646 -0.156678 0.071793 1.290616 0.594618 0.000888 0.384799 0.569458 0.000497 0.000495 0.000493 -0.468090 0.387657 -1.297128 -0.221590 0.177957 0.000478 2.174294 1.822246 -1.084762 0.000469 -0.576393 0.123189 -0.681663 2.262882 -1.641904
39 3063.000000 2.045941 -0.967497 0.592353 0.000934 -0.090137 -0.222068 -0.330467 -0.568781 -1.977758 -0.807618 1.904873 -0.669045 -1.039563 0.000495 1.168696 0.000491 -0.043413 0.997297 -0.941207 0.513445 1.474466 0.976136 0.000474 -0.086414 0.000469 0.653021 0.433693 -1.302294 1.441381 -0.749577
40 3065.000000 -0.463214 -0.146154 0.000936 0.220497 0.000916 -0.678271 0.046905 -0.234531 -0.897975 1.535883 -0.465032 -0.665548 -1.622918 0.518258 -1.082894 0.599374 0.320054 0.000488 0.000487 -0.220334 -0.506727 0.016061 0.000474 -0.898777 0.000469 0.531960 0.602466 1.792768 1.120413 -1.489645
41 3076.000000 0.000968 0.548662 0.421172 0.109303 -0.396232 -0.835494 0.000894 0.326515 0.664235 -0.747607 0.526685 0.691591 0.350071 -0.127859 0.000493 0.000491 -0.631530 -0.309249 0.271088 1.279162 0.000478 -2.206101 0.000474 -0.701329 0.000469 -0.206224 1.305637 -0.807253 0.274410 0.415850
42 3081.000000 0.249352 0.545627 0.633051 -1.508277 -0.144815 0.000908 1.303264 -0.369529 -0.921607 -1.194229 0.424645 -0.352834 -1.013254 -0.305443 0.000493 1.145170 1.529697 0.127641 -0.032658 0.000486 0.000478 -0.056883 -1.300143 0.220105 0.325312 0.000469 0.570377 1.317916 0.000464 -0.571451
43 3100.000000 1.262749 1.441650 0.089779 -0.623070 0.893213 -0.841455 1.638641 1.251026 0.783845 -0.828090 2.343972 0.000498 1.115477 -1.359301 -1.481143 0.000491 0.633070 1.535102 1.733956 2.390309 -1.549539 -0.154746 0.879764 1.611291 0.000469 -0.082150 1.243914 0.000467 0.495062 0.000463
44 3109.000000 1.823761 -0.917137 0.223001 1.151384 0.524264 0.000908 0.007724 0.000891 0.590634 -1.169834 0.519580 1.470587 0.000497 -0.634846 -1.256703 0.108874 -0.495040 -3.241143 -0.724850 -0.617675 0.000478 -1.136771 -1.372798 0.868691 0.589371 -0.313133 -0.146176 -0.499417 -0.918284 0.000463
45 3121.000000 0.638286 0.000943 -0.534532 -1.338922 0.000916 0.682637 -1.228585 -0.063359 -0.958674 0.148948 -1.125566 0.786512 0.254272 -2.052154 0.000493 0.105812 -0.244188 -0.221500 0.000487 0.617545 0.253967 1.481701 1.336767 -0.807487 0.000469 -0.816304 0.214332 0.173340 0.755829 -0.554803
46 3128.000000 1.204367 1.872595 1.263077 -0.293964 0.487601 -0.049969 -0.262237 0.000891 0.835866 -1.019358 -1.670415 0.649780 -1.117495 0.000495 0.663518 -0.248031 0.000489 0.131042 0.663933 0.150950 -1.288953 -2.021463 -0.294910 0.000471 -0.958007 0.270171 0.000468 0.000467 -1.490184 -1.007706
47 3142.000000 -0.713708 -0.236066 0.033878 0.000934 -0.301187 0.422917 -0.801782 0.915688 -0.883601 -0.864843 0.000863 0.007300 1.283804 1.025166 0.000493 0.000491 1.056377 -0.824235 -0.345098 -0.359965 -2.277749 0.714603 0.044283 0.000471 0.000469 0.530744 0.724744 -0.235622 -0.648369 -1.535886
48 3146.000000 -0.775110 -1.253184 1.159135 0.594750 -1.276093 1.120989 -0.062899 2.959310 1.092156 -0.899012 -1.606999 -0.747749 0.247878 -0.242500 -0.541318 -0.512627 1.009525 -1.064575 -1.532092 -0.244316 1.062919 1.867913 0.000474 0.000471 0.592316 -0.005184 0.448582 0.000467 0.000464 0.000463
49 3147.000000 0.629664 0.000943 -0.515700 -0.449739 0.314013 0.000908 0.772032 -0.783789 -0.462825 0.000888 -1.309775 -1.206692 1.739817 0.534648 0.593158 -0.389927 0.760616 -0.185593 0.043182 -0.231956 0.808958 1.212000 -0.235418 -0.815833 0.000469 0.694553 -0.055209 0.543588 0.000464 0.000463
50 3155.000000 -0.747350 1.012232 0.823743 0.454093 0.019147 0.577529 0.637904 0.511480 -1.797668 0.266209 -0.146147 -0.586879 -0.241023 -0.146272 -1.271229 0.000491 1.386786 0.706574 0.572207 0.000486 2.678552 0.000478 1.014271 0.955552 -0.857306 0.000469 0.000468 1.546865 0.000464 1.362325
51 3162.000000 0.000968 -0.126085 1.267037 -1.326130 -1.210631 1.706276 -0.125846 -0.511912 -1.290658 1.784797 1.238808 1.274704 0.000497 0.408198 0.000493 -2.044673 0.080206 -0.266962 -0.519499 -0.991613 0.000478 0.609131 0.000474 -0.215117 -0.824967 0.195527 1.145661 -0.912732 1.119635 0.000463
52 3180.000000 0.862654 -2.614892 -0.528187 1.040802 -0.011267 -0.328549 0.947632 0.107818 0.772647 -0.691358 -1.031444 0.000498 -0.409406 1.740048 0.261732 -0.648517 0.786680 0.479845 -0.432645 0.000486 -0.717505 -1.299485 0.000474 0.000471 0.236319 0.063250 0.834380 0.000467 0.000464 1.024827
53 3188.000000 -0.823596 -0.448476 0.000936 0.000934 -0.174693 -0.264234 0.309922 0.356125 0.697345 -0.073174 0.959079 0.000498 -0.304307 0.763190 0.000493 0.229544 -0.953378 -0.338400 0.001147 0.000486 0.875064 0.148763 -0.546619 -0.103232 0.000469 -1.466452 0.000468 -0.462480 -1.577810 -1.553445
54 3198.000000 0.000968 0.553019 -0.594870 1.724413 -0.959434 -0.251820 -0.869954 0.000891 -0.509638 -0.655823 -0.829772 0.295304 1.619315 0.000495 0.000493 0.000491 0.552216 0.694516 0.984135 0.477978 -0.501367 0.291108 0.000474 0.000471 -0.912679 -0.320503 0.753616 -1.101194 -0.244268 1.128787
55 3200.000000 -0.737984 -1.935107 1.424972 -0.875791 -0.390730 1.310455 0.000894 -1.584407 0.000890 0.161781 0.914196 -0.039353 0.794996 -0.076659 -0.000808 0.630791 -0.691114 -0.070097 0.000487 0.099195 0.044539 -1.363749 0.088843 0.284636 0.000469 0.000469 0.979918 1.699249 0.000464 1.585742
56 3208.000000 -0.151933 -0.441391 1.653642 -0.518042 0.675468 0.642324 0.000894 0.000891 -1.821220 -1.153774 0.957996 -0.592834 0.410470 0.439129 0.000493 -0.755719 -0.801327 0.000488 0.000487 -1.719036 1.650705 0.331136 -0.395965 -0.226836 0.000469 -0.245014 -0.408918 0.233079 -0.416970 -0.490110
57 3272.000000 -0.541228 0.860222 -0.463777 0.531608 0.000916 -0.385442 0.000894 -1.094568 -0.889908 2.346059 -1.141463 1.007321 0.515146 -0.437394 -1.644108 0.360429 -0.404123 1.062240 0.751465 -0.428718 0.619424 0.000478 0.000474 0.000471 -1.231123 0.000469 -1.482888 0.000467 0.000464 -0.438607
58 3289.000000 0.449514 -0.236513 -0.819087 0.761274 1.574477 -1.778131 -1.411846 0.200898 1.597405 -0.068501 0.340549 -0.018146 1.763875 -0.428024 1.081124 -0.133381 0.000489 0.310211 0.481014 -2.008293 0.000478 0.200376 0.616848 0.000471 -1.387745 0.000469 -0.618342 0.531572 0.000464 0.612449
59 3297.000000 0.000968 1.227532 -0.730328 -0.666318 0.852432 0.277113 0.000894 -0.961096 1.208632 0.622176 -0.414696 0.207798 -1.051619 -1.050956 -1.428127 0.981050 -0.885731 0.751395 -0.394110 -0.627237 0.131125 -0.525385 0.575412 0.000471 1.677964 0.000469 0.000468 1.519042 -0.495681 1.461744
60 4003.000000 0.000968 -1.054758 0.720395 0.622674 0.661638 0.164919 1.116990 0.489955 0.942929 0.549558 -0.527212 1.189302 -1.090017 0.000495 0.000493 0.000491 -0.080082 -1.201557 -0.297193 1.865014 -0.910917 -1.163650 1.683895 0.729791 0.952735 -1.838706 0.315737 0.529550 -0.146139 0.000463
61 4032.000000 -0.973379 -1.076472 0.745635 -0.102628 -0.337347 0.995568 -0.423795 -0.585528 -1.360028 0.048432 -1.458453 -1.562304 -0.088252 0.000495 0.000493 -0.162836 -1.747329 0.343202 1.954759 2.225526 -0.268327 0.000478 -1.073274 0.434024 -1.513777 -0.395854 0.000468 0.000467 0.806689 0.830496
62 4048.000000 -1.203238 0.748377 -0.830704 0.311066 -1.848384 1.296551 0.903260 -0.923599 0.000890 -1.043610 -0.268802 0.240599 0.132452 -0.553341 1.069440 -1.044323 -0.199505 -0.683155 0.418819 0.000486 -0.910269 -0.086511 0.000474 -0.839250 1.918216 0.147907 0.000468 -0.161213 0.000464 -0.249972
63 4057.000000 -1.512422 -0.608619 -0.146645 0.000934 0.324962 -1.409929 2.027244 -1.154053 -0.353533 -1.628981 0.000863 0.635662 -0.533928 -0.594931 -0.650676 -0.680410 1.055475 -1.755216 -0.261868 0.000486 -1.971435 0.000478 1.240919 0.440725 0.000469 -0.072772 1.151976 -3.166498 0.269696 0.509822
64 4074.000000 -1.370627 -0.531659 0.000936 1.472566 -0.070809 0.146177 -1.309880 0.000891 0.248440 0.306689 0.629208 2.639194 0.470807 0.000495 0.000493 0.000491 -0.294402 1.780080 0.746331 -1.550656 0.187044 0.418593 0.316340 -1.402388 0.000469 2.162481 0.571997 0.000467 -2.186897 -0.166361
65 4078.000000 0.392734 -1.871187 0.501994 -0.846888 0.524661 -1.296328 -2.260344 -0.694646 0.851378 -1.173711 0.000863 0.821027 0.759335 0.443120 1.586652 1.164289 0.000489 -0.752865 -1.762368 -0.246335 0.330338 0.000478 0.854777 -0.473598 0.000469 0.900361 -0.546135 0.000467 -0.121113 -0.438411
66 4117.000000 0.057935 -0.190273 -0.627795 -0.311948 -0.885043 0.949260 1.242776 -1.031350 0.000890 0.000888 -1.482088 0.344930 0.767714 0.414945 1.647993 -1.412594 -1.864748 -0.245242 0.019838 -0.868121 -1.360714 -0.988166 0.000474 0.000471 0.000469 1.692585 -1.446989 2.215860 -0.294505 0.018115
67 4133.000000 0.000968 -1.138752 0.059399 0.761198 1.567562 -1.805844 0.227864 0.756703 0.888480 -0.019595 1.001286 1.372562 0.370088 -0.279788 -0.795592 1.175093 -0.168548 -0.188441 -1.083990 0.000486 0.000478 -0.216779 0.000474 0.000471 -0.925722 -0.202735 0.985663 -0.591006 0.491640 0.539005
68 4145.000000 0.565678 -0.235313 -1.336184 -1.323195 -0.756268 -0.319781 1.221726 0.098302 0.243840 0.103699 1.049756 -0.193798 -0.586683 0.000495 -1.127072 0.000491 -0.698405 -0.839501 0.026113 0.256057 -1.464564 -0.403214 -0.440479 -2.283853 0.000469 -1.696281 0.000468 0.000467 0.815258 -0.237288
69 4152.000000 -0.465423 0.098833 1.980132 0.820503 -0.709546 0.320279 1.154009 1.696369 0.095629 -0.387734 -0.130558 0.904294 -1.886342 0.000495 0.000493 1.533915 1.078348 -0.988422 0.590210 0.000486 -1.867297 1.052157 1.362498 0.000471 -0.300729 0.763865 -0.209470 0.000467 -0.665905 1.297597
70 4160.000000 0.462788 0.000943 0.410278 0.651996 1.065402 0.286597 -0.777404 -0.124583 0.013427 0.598188 0.197638 0.000498 -0.180925 0.025272 0.018960 0.008561 0.239578 -0.811050 -1.443181 -0.247141 0.866775 1.761404 0.799779 0.000471 -0.618719 -1.061743 0.000468 0.000467 -1.885236 0.000463
71 4166.000000 1.569218 -0.531474 -1.771734 -0.148790 -0.583455 0.000908 -0.448924 0.030799 0.000890 0.000888 0.624795 -0.961347 -0.366440 0.000495 0.000493 0.591632 -1.957112 0.009301 -1.286507 0.092115 -0.597406 -1.768485 -0.320404 1.897472 -0.190508 0.962525 1.195992 0.000467 -0.864010 0.000463
72 4187.000000 0.361327 0.000943 1.291048 0.000934 0.403222 0.404585 0.163739 -0.647659 2.019278 0.171359 -0.769483 0.601779 -0.499175 -0.561439 -0.921228 0.000491 -0.388155 -0.619904 1.477008 0.144182 -0.122412 0.086862 -1.327190 -1.279163 -0.143512 0.660300 -1.242026 0.000467 0.000464 -0.284641
73 4195.000000 0.239621 -0.066274 -0.077487 -1.811558 -0.116370 0.000908 1.990435 -2.349784 1.526528 0.000888 -1.579669 0.681573 0.022883 -0.240437 0.079942 0.000491 0.756070 -0.707184 -2.155086 0.663512 0.471253 -0.170616 0.000474 1.216935 0.000469 -0.526535 0.871383 -0.144425 1.463864 -1.356029
74 4198.000000 0.000968 -1.093966 -0.168503 1.006319 -2.252524 1.450090 -0.281794 -0.669327 0.140218 -0.859784 -0.157890 0.000498 -0.921945 -0.343510 0.261289 0.000491 -1.244520 0.288954 -0.196104 0.526544 0.324574 0.000478 0.982025 -0.500395 1.267411 0.872137 0.127176 0.000467 0.003246 -0.550854
75 4201.000000 0.168128 0.000943 1.128444 -2.193481 -0.053545 0.739491 -0.116247 -0.143708 0.345803 -1.150868 0.000863 2.212617 0.000497 -0.689314 -1.185853 -0.676935 -1.578623 -1.024207 0.703666 0.660769 0.000478 -1.175216 0.000474 -0.300090 0.000469 0.366231 0.272927 0.548154 -1.453057 -0.505374
76 5041.000000 0.853054 0.539521 0.191480 0.203097 1.319152 0.031383 -1.057324 0.447665 -0.582518 -1.711995 1.543516 -0.028094 0.000497 -0.004643 -0.026257 0.080276 0.251354 -1.324021 -0.397340 0.000486 -0.640352 -0.014441 0.580995 0.000471 0.000469 0.000469 -1.227402 -0.560059 -1.834340 0.000463
77 5073.000000 -0.273430 -0.961528 0.000936 -0.550741 -0.706297 -0.500379 -0.453552 -1.653183 1.208916 1.362547 1.005487 0.000498 -0.075686 0.000495 0.000493 -1.760305 0.259538 -1.707850 1.349446 0.000486 0.312274 -0.913824 -1.330511 -0.864187 -1.321596 0.771434 -0.043178 1.553086 -0.186711 -1.349824
78 5106.000000 -0.792868 -0.441671 -1.057969 0.000934 0.000916 0.000908 0.152892 -0.792542 0.506291 2.250827 -0.041624 -2.396710 -0.041789 0.506568 -1.278710 0.614085 0.556338 0.611070 -1.522194 0.274781 0.000478 0.068847 0.745956 0.184597 1.038233 0.000469 0.649863 -0.435031 0.000464 -0.260790
